task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
184	b2/d66974	662c41ed-cb7d-48b1-a5e1-e69213e00270	run_method (label_projection:logistic_regression_scran-cengen_random:openproblems-r-base)	FAILED	137	2022-05-14 19:59:34.595	11m 9s	5m 50s	-	-	-	-	-
191	11/3ffa6b	d96e4619-32fa-4af0-8609-5dd3e3b2416f	run_method (label_projection:scarches_scanvi_all_genes-cengen_random:openproblems-python-scvi)	FAILED	137	2022-05-14 19:59:34.950	11m 19s	6m 10s	-	-	-	-	-
280	d2/b5128e	7cb6c7a9-6c93-4e17-8e9c-90cb775d4fa1	load_dataset (batch_integration_graph:pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:02:23.866	8m 30s	5m 9s	-	-	-	-	-
150	8b/7cfd2a	49ec89de-31c1-49e6-8b8b-4e081f05051a	run_method (label_projection:scarches_scanvi_all_genes-zebrafish_labels:openproblems-python-scvi)	FAILED	137	2022-05-14 19:59:04.774	11m 59s	7m 10s	-	-	-	-	-
155	a3/752efa	22a495a1-b3b5-4d68-89d0-3304b7b377c0	run_method (label_projection:logistic_regression_scran-zebrafish_random:openproblems-r-base)	FAILED	137	2022-05-14 19:59:04.992	11m 59s	6m 20s	-	-	-	-	-
162	5d/51b1d2	72409f13-149d-469f-918e-33ef9cb94680	run_method (label_projection:scarches_scanvi_all_genes-zebrafish_random:openproblems-python-scvi)	FAILED	137	2022-05-14 19:59:05.344	11m 59s	6m 40s	-	-	-	-	-
192	2d/969ccd	273046bf-69e9-4157-8359-9ec9d73d899b	run_method (label_projection:scarches_scanvi_hvg-cengen_random:openproblems-python-scvi)	FAILED	137	2022-05-14 19:59:34.916	11m 29s	6m 20s	-	-	-	-	-
163	96/e0ebc3	3bc9231e-2666-498a-b093-8817261ee7fc	run_method (label_projection:scarches_scanvi_hvg-zebrafish_random:openproblems-python-scvi)	FAILED	137	2022-05-14 19:59:05.366	12m 8s	6m 50s	-	-	-	-	-
167	32/b40c76	812f04fb-6ab7-4142-9342-8b308e9290d9	run_method (multimodal_data_integration:harmonic_alignment_sqrt_cpm-scicar_mouse_kidney:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:59:33.835	11m 40s	6m 42s	606.9%	1.9 GB	8.4 GB	264.4 MB	317.2 MB
194	f2/491fc2	f769f064-c9eb-4960-82dd-b5a835e6c449	run_method (label_projection:knn_classifier_scran-cengen_batch:openproblems-r-base)	FAILED	137	2022-05-14 19:59:34.963	11m 39s	6m 20s	-	-	-	-	-
204	cd/744c20	4a5e9e04-c77f-45b8-ba4d-36be1e5c77dd	run_method (label_projection:scarches_scanvi_hvg-cengen_batch:openproblems-python-scvi)	FAILED	137	2022-05-14 19:59:35.374	11m 39s	6m 30s	-	-	-	-	-
182	e9/6db887	cee8a84b-1323-4434-99d9-861b44decae4	run_method (label_projection:knn_classifier_scran-cengen_random:openproblems-r-base)	FAILED	137	2022-05-14 19:59:34.510	11m 49s	7m	-	-	-	-	-
202	84/bd50fc	a2149199-1b81-43c8-9ea0-bb4f8a2ee81e	run_method (label_projection:scanvi_hvg-cengen_batch:openproblems-python-scvi)	FAILED	137	2022-05-14 19:59:35.358	11m 48s	6m 40s	-	-	-	-	-
361	1c/e7f447	19b0efb7-ca2e-490e-9ba6-2e553a37eec2	run_metric (multimodal_data_integration:knn_auc-procrustes-scicar_mouse_kidney:openproblems)	FAILED	137	2022-05-14 20:05:03.689	6m 20s	5m 38s	-	-	-	-	-
482	9b/920c16	19584cd0-a38a-412c-bd1b-58d41ecd78e1	run_method (label_projection:majority_vote-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:09:24.835	1m 59s	1m 20s	14.1%	1.4 GB	4 GB	1.2 GB	1.2 GB
486	9e/48135f	ade8fa82-b6b9-434d-9b95-201dde6fb9fa	run_method (label_projection:random_labels-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:09:25.134	1m 59s	1m 5s	20.0%	1.4 GB	4 GB	1.2 GB	1.2 GB
502	82/fbc441	c24fa123-b307-4e92-8e6a-4ca42f4818fc	run_metric (dimensionality_reduction:trustworthiness-neuralee_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:10:34.828	49.6s	25.8s	40.3%	245.7 MB	3 GB	67.9 MB	42.3 KB
153	9b/a821dd	0ae13fb4-e72d-478d-9878-756e87b15239	run_method (label_projection:knn_classifier_scran-zebrafish_random:openproblems-r-base)	FAILED	137	2022-05-14 19:59:04.870	12m 29s	6m 50s	-	-	-	-	-
158	cd/77f30c	c6348799-9433-4ae6-9746-de5ae838ee0e	run_method (label_projection:mlp_scran-zebrafish_random:openproblems-r-base)	FAILED	137	2022-05-14 19:59:05.097	12m 29s	6m 50s	-	-	-	-	-
338	13/e580be	2af3477a-f7ac-4fee-9cab-9d0c543d1f9b	load_dataset (label_projection:pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 20:03:34.032	8m	5m 40s	-	-	-	-	-
340	e2/360178	51fd2f81-988d-4b51-87d6-57badc7f3cc6	load_dataset (label_projection:pancreas_random:openproblems)	FAILED	137	2022-05-14 20:04:03.713	7m 31s	5m 40s	-	-	-	-	-
392	bd/a703c0	fcc15821-ccc0-4672-8d78-6411a259573a	run_metric (label_projection:accuracy-logistic_regression_log_cpm-zebrafish_labels:openproblems)	FAILED	137	2022-05-14 20:05:33.758	6m 1s	4m 39s	-	-	-	-	-
341	8a/bf72d1	71f49865-b1be-47d3-b50f-bfe2047ba76d	load_dataset (label_projection:pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:04:23.785	7m 20s	5m 49s	-	-	-	-	-
391	1d/a6b676	ae9a8b6b-afd5-43d6-a8cc-b3f6714937a1	run_metric (label_projection:f1-logistic_regression_log_cpm-zebrafish_labels:openproblems)	FAILED	137	2022-05-14 20:05:33.786	6m 10s	4m 48s	-	-	-	-	-
499	f5/a537cc	1e7f0e7d-450a-4dda-b1a0-6d8730e2f725	run_metric (dimensionality_reduction:qglobal-neuralee_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:10:34.727	1m 9s	48.3s	94.4%	416.3 MB	843.6 MB	69.5 MB	285.9 KB
500	71/c5e89d	b15b51eb-f479-4dff-af30-1fcdf8301a27	run_metric (dimensionality_reduction:qlocal-neuralee_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:10:35.253	1m 9s	45.5s	113.0%	413.6 MB	3.2 GB	69.5 MB	285.9 KB
517	85/16478f	4a84829e-4828-43af-a4b8-8d01733cd30c	run_metric (multimodal_data_integration:mse-harmonic_alignment_sqrt_cpm-scicar_mouse_kidney:openproblems)	COMPLETED	0	2022-05-14 20:11:13.964	39.5s	15.8s	52.1%	617.4 MB	3.1 GB	347.1 MB	42.3 KB
199	96/568099	67f1db6f-aed8-41c9-8e5c-7d1b3332f078	run_method (label_projection:mlp_scran-cengen_batch:openproblems-r-base)	FAILED	137	2022-05-14 19:59:35.209	12m 28s	7m 20s	-	-	-	-	-
442	0e/927bba	9239777f-a989-4749-8564-d946f7b6ffa2	run_metric (dimensionality_reduction:density_preservation-phate_default-human_blood_nestorowa2016:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:07:24.102	4m 39s	4m	80.1%	1.8 GB	16.1 GB	1 GB	2 MB
501	d4/a09602	b47657af-8134-48c9-b2ff-6abc41a6cb80	run_metric (dimensionality_reduction:qnn_auc-neuralee_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:10:34.798	1m 29s	1m	106.8%	414.3 MB	3.2 GB	69.5 MB	285.9 KB
504	8e/576f06	085f9bbf-e21e-4ae8-a290-2fcfe0121b6f	run_metric (dimensionality_reduction:qnn-neuralee_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:10:34.974	1m 29s	1m 4s	95.9%	414.5 MB	3.2 GB	69.5 MB	285.9 KB
168	ac/9e69fb	8dd234ee-a54b-4e00-a14a-77ed79545994	run_method (multimodal_data_integration:harmonic_alignment_log_scran_pooling-scicar_mouse_kidney:openproblems-r-extras)	FAILED	137	2022-05-14 19:59:33.895	12m 40s	6m 40s	-	-	-	-	-
196	6c/02dc43	7188d3af-2cad-4bb6-b178-30f93283f0f4	run_method (label_projection:logistic_regression_scran-cengen_batch:openproblems-r-base)	FAILED	137	2022-05-14 19:59:35.049	12m 39s	7m 20s	-	-	-	-	-
369	1d/5c0f0a	eccf82e5-6cc5-4d6a-87a6-6fb8b8963396	run_method (dimensionality_reduction:neuralee_default-olsson_2016_mouse_blood:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:05:13.989	7m	5m 38s	963.2%	2.6 GB	26.9 GB	642.2 MB	596.5 MB
524	2c/a76b63	ef6a01a8-0469-4c1f-b6c6-57cfa88376b8	run_metric (label_projection:f1_micro-majority_vote-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:11:24.311	49.8s	19.4s	51.2%	1.7 GB	4.3 GB	1.2 GB	42.3 KB
187	9b/0b243e	0703ecc1-f61f-412c-9233-3bf2783a6123	run_method (label_projection:mlp_scran-cengen_random:openproblems-r-base)	FAILED	137	2022-05-14 19:59:34.660	12m 49s	8m	-	-	-	-	-
390	c7/190f52	3bbb2697-d1dc-4cd0-95f2-d217a7174afb	run_metric (label_projection:f1_micro-logistic_regression_log_cpm-zebrafish_labels:openproblems)	FAILED	137	2022-05-14 20:05:33.653	6m 51s	5m 29s	-	-	-	-	-
506	9b/144886	db4e94ff-e6b7-465a-9f72-6b0593da64d8	run_metric (dimensionality_reduction:lcmc-neuralee_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:10:35.163	1m 49s	1m 24s	79.2%	413 MB	3.2 GB	69.5 MB	285.9 KB
507	08/6d8dc5	e413eb16-669b-4bee-afb0-7a9d5c50dd30	run_metric (dimensionality_reduction:continuity-neuralee_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:10:35.249	1m 49s	1m 20s	80.8%	414 MB	3.2 GB	69.5 MB	285.9 KB
494	df/a8231b	420d099b-775f-461b-831d-677ce8e95b0f	run_method (label_projection:knn_classifier_log_cpm-zebrafish_labels:openproblems)	COMPLETED	0	2022-05-14 20:10:03.812	2m 30s	1m 44s	262.3%	3.3 GB	6.4 GB	795.8 MB	1.1 GB
523	93/1718db	1f617a9b-c591-42e1-88cd-a26ce72123bd	run_metric (multimodal_data_integration:knn_auc-procrustes-scicar_mouse_kidney:openproblems)	COMPLETED	0	2022-05-14 20:11:24.119	1m 10s	49.4s	590.7%	2.3 GB	7.6 GB	347.3 MB	71.7 KB
193	3c/6f107e	8a118c2c-6b87-461b-b027-414700597ca0	run_method (label_projection:knn_classifier_log_cpm-cengen_batch:openproblems)	FAILED	137	2022-05-14 19:59:34.951	13m 9s	8m 50s	-	-	-	-	-
503	08/9cae4c	e5368be6-e37f-4ccd-a17e-564666a7d264	run_metric (dimensionality_reduction:density_preservation-neuralee_logCPM_1kHVG-human_blood_nestorowa2016:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:10:34.923	2m 9s	1m 46s	89.8%	679.9 MB	12.3 GB	93.2 MB	2 MB
152	16/63e67b	70e7917a-8b6c-4b8f-a571-b873d2a2d531	run_method (label_projection:knn_classifier_log_cpm-zebrafish_random:openproblems)	FAILED	137	2022-05-14 19:59:04.898	13m 49s	9m 20s	-	-	-	-	-
505	46/cf471d	d290ad60-d071-4133-ad52-90bb0e533dea	run_metric (dimensionality_reduction:rmse-neuralee_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:10:35.071	2m 19s	1m 45s	393.7%	297.9 MB	3.4 GB	67.9 MB	42.3 KB
526	8e/58a0bd	243e2582-5188-40b4-9731-0af8bdb4a03f	run_metric (label_projection:accuracy-majority_vote-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:11:24.310	1m 30s	1m 2s	14.8%	1.7 GB	4.3 GB	1.2 GB	42.3 KB
525	7e/c00155	84e51538-10b8-45ff-aa85-388d8b4d5c5c	run_metric (label_projection:f1-majority_vote-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:11:24.408	1m 30s	1m 1s	15.5%	1.4 GB	4 GB	1.2 GB	42.3 KB
528	e3/3ca29b	e008d9e8-05f8-4f6e-ac6e-38ec9cf03b6d	run_metric (label_projection:f1-random_labels-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:11:24.561	1m 30s	1m 3s	14.4%	1.6 GB	4.2 GB	1.2 GB	42.3 KB
527	d6/07689f	7bf401d9-6f02-4015-9c18-7b64bbc8a09d	run_metric (label_projection:f1_micro-random_labels-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:11:24.574	1m 30s	1m 2s	14.3%	1.7 GB	4.3 GB	1.2 GB	42.3 KB
529	5a/b09595	c2e83a97-8488-4cd5-876d-0087bde11d2a	run_metric (label_projection:accuracy-random_labels-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:11:24.657	1m 30s	1m 2s	16.2%	1.2 GB	3.8 GB	1.2 GB	42.3 KB
534	5c/205ad5	aeaeca49-f625-4481-bd44-bd9eeb18b5fe	run_metric (label_projection:accuracy-logistic_regression_log_cpm-zebrafish_labels:openproblems)	COMPLETED	0	2022-05-14 20:11:34.959	1m 20s	54.5s	19.5%	316.2 MB	3 GB	1.1 GB	42.3 KB
536	7f/8dc18a	e55b2ce5-0670-4dd9-80c4-8d4a97f75486	run_metric (label_projection:f1-logistic_regression_log_cpm-zebrafish_labels:openproblems)	COMPLETED	0	2022-05-14 20:11:43.964	1m 11s	12.1s	82.6%	1.8 GB	4.4 GB	1.1 GB	42.3 KB
181	50/c7e8b2	c2aca126-f097-432c-b4a5-375b75fbb81c	run_method (label_projection:knn_classifier_log_cpm-cengen_random:openproblems)	FAILED	137	2022-05-14 19:59:34.418	13m 49s	9m 40s	-	-	-	-	-
540	7c/42892f	b3ecc437-279e-4b53-8474-ddd738762770	run_metric (dimensionality_reduction:qglobal-neuralee_default-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:12:14.259	1m 9s	21.6s	105.4%	1.1 GB	3.7 GB	634.6 MB	285.9 KB
542	a2/04f836	7895a84d-3869-4b5f-9c4c-782905dcbba0	run_metric (dimensionality_reduction:qnn_auc-neuralee_default-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:12:14.401	1m 10s	20.5s	96.4%	1.1 GB	3.7 GB	634.6 MB	285.9 KB
545	09/340d49	2455ba58-5b15-4504-9e54-16251f8ffc40	run_metric (dimensionality_reduction:qnn-neuralee_default-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:12:14.434	1m 10s	18s	102.7%	1.1 GB	3.7 GB	634.6 MB	285.9 KB
548	5b/6543d7	b18812e5-64b1-4bb7-869c-4b33ff03dd0c	run_metric (dimensionality_reduction:continuity-neuralee_default-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:12:14.538	1m 10s	16.1s	117.2%	1.1 GB	3.7 GB	634.6 MB	285.9 KB
547	d9/ce948f	ae1504a9-8a8a-47ec-8790-e266c76932b1	run_metric (dimensionality_reduction:lcmc-neuralee_default-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:12:14.574	1m 10s	20.5s	87.3%	1.1 GB	3.7 GB	634.6 MB	285.9 KB
111	c3/1b2775	6ad3e67b-39d9-445a-a7ff-d8a4d77dbf8e	run_method (multimodal_data_integration:mnn_log_scran_pooling-scicar_cell_lines:openproblems-r-extras)	FAILED	137	2022-05-14 19:58:53.765	14m 40s	12m 30s	-	-	-	-	-
147	46/7ab51e	67aad4a9-70af-4d3c-aa1e-e4824acb95de	run_method (label_projection:scanvi_all_genes-zebrafish_labels:openproblems-python-scvi)	FAILED	137	2022-05-14 19:59:04.611	14m 30s	9m 11s	-	-	-	-	-
478	0b/f2d36a	b879a4da-acbf-40ce-9d73-6c045e292a27	run_method (label_projection:knn_classifier_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:09:24.395	4m 10s	3m 51s	-	-	-	-	-
541	e4/e8ec4e	f2b7c812-7e5e-49a0-a6fc-ffb855f50f63	run_metric (dimensionality_reduction:qlocal-neuralee_default-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:12:14.210	1m 29s	28.7s	76.2%	1.1 GB	3.7 GB	634.6 MB	285.9 KB
497	0d/05b774	b740c1e5-c277-4e74-b889-46dc403cbdfa	run_method (multimodal_data_integration:harmonic_alignment_log_scran_pooling-scicar_cell_lines:openproblems-r-extras)	COMPLETED	0	2022-05-14 20:10:34.086	3m 19s	2m 56s	177.3%	3.3 GB	4.2 GB	243.9 MB	286.5 MB
533	e1/efa008	aeabe7b1-39d8-4ec5-b87a-418d2773e7b6	load_dataset (label_projection:pancreas_random:openproblems)	COMPLETED	0	2022-05-14 20:11:34.762	2m 19s	1m 16s	50.2%	7.2 GB	9.7 GB	642.5 MB	7.2 GB
328	b5/352557	9599a6d3-3f4e-4333-80e6-d2ef8f2cfc7a	run_method (multimodal_data_integration:harmonic_alignment_log_scran_pooling-citeseq_cbmc:openproblems-r-extras)	FAILED	137	2022-05-14 20:03:13.680	10m 50s	7m 9s	-	-	-	-	-
546	0c/6d8f3c	ff11e792-c568-4f7d-8e60-676e440a9812	run_metric (dimensionality_reduction:rmse-neuralee_default-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:12:14.479	1m 49s	55s	1449.0%	1.4 GB	4.4 GB	632.9 MB	42.3 KB
550	66/986ad3	2f979751-05ae-4948-9c88-ea781e966aee	run_metric (label_projection:f1_micro-logistic_regression_log_cpm-zebrafish_labels:openproblems)	COMPLETED	0	2022-05-14 20:12:24.654	1m 49s	25.1s	42.2%	241.8 MB	3 GB	1.1 GB	42.3 KB
487	f2/4c5469	71ab24a5-db41-42e3-a294-ad07ca7b9062	run_method (label_projection:scanvi_hvg-tabula_muris_senis_lung_random:openproblems-python-scvi)	FAILED	137	2022-05-14 20:09:25.120	4m 58s	4m 39s	-	-	-	-	-
489	c9/d50361	5f5ce4f0-1a5e-4240-a5d5-42ef58b61aa6	run_method (label_projection:scarches_scanvi_hvg-tabula_muris_senis_lung_random:openproblems-python-scvi)	FAILED	137	2022-05-14 20:09:25.345	4m 58s	4m 39s	-	-	-	-	-
543	5e/8dc7d8	f4093422-61b5-4eed-aabf-7b6a8f9d3229	run_metric (dimensionality_reduction:trustworthiness-neuralee_default-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:12:14.312	2m 10s	1m 3s	401.3%	1 GB	3.8 GB	632.9 MB	42.3 KB
535	ba/58a9b6	70ea7485-a620-4e4b-b777-1cf970c6cba9	load_dataset (label_projection:pancreas_batch:openproblems)	COMPLETED	0	2022-05-14 20:11:43.693	2m 50s	1m 10s	39.4%	7.2 GB	9.7 GB	642.5 MB	7.2 GB
560	9f/485717	069811aa-b096-4b11-8bb9-d26825e1c416	run_metric (multimodal_data_integration:mse-harmonic_alignment_log_scran_pooling-scicar_cell_lines:openproblems)	COMPLETED	0	2022-05-14 20:13:53.706	40.1s	8.4s	115.8%	530.7 MB	3 GB	318.4 MB	42.3 KB
159	d0/15d8ec	4dc5eb01-1ae8-469b-a75a-51e47fae7aa5	run_method (label_projection:scanvi_all_genes-zebrafish_random:openproblems-python-scvi)	FAILED	137	2022-05-14 19:59:05.179	15m 38s	10m 50s	-	-	-	-	-
532	7a/f8820e	801c7730-d8b3-4a10-840d-1d58d9215b15	load_dataset (label_projection:pancreas_random_label_noise:openproblems)	COMPLETED	0	2022-05-14 20:11:34.730	3m 9s	1m 16s	48.6%	7.2 GB	9.7 GB	642.5 MB	7.2 GB
544	81/3dccd5	37100067-f581-4338-8486-93cea2d9c2ec	run_metric (dimensionality_reduction:density_preservation-neuralee_default-olsson_2016_mouse_blood:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:12:14.379	2m 49s	1m 52s	99.4%	1.4 GB	13.2 GB	658.2 MB	2 MB
555	8c/0e5c4c	0b4ff639-f19c-4e51-bb81-4a184bb35b70	run_method (label_projection:knn_classifier_log_cpm-zebrafish_random:openproblems)	COMPLETED	0	2022-05-14 20:12:54.241	2m 9s	1m 10s	438.9%	2.1 GB	5.6 GB	795.8 MB	1.1 GB
561	8f/1dab1d	740e85fa-51c0-489d-9084-4c9fb7d8ddb2	run_metric (multimodal_data_integration:knn_auc-harmonic_alignment_log_scran_pooling-scicar_cell_lines:openproblems)	COMPLETED	0	2022-05-14 20:13:53.772	1m 10s	45.6s	425.4%	727 MB	18.1 GB	318.4 MB	71.7 KB
480	4c/b12919	3ae9b4d6-efca-463b-a777-82a296c123a1	run_method (label_projection:logistic_regression_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:09:24.613	5m 49s	5m 30s	-	-	-	-	-
559	02/cd2f7d	c9505957-7aa0-49a9-827f-f177c825c627	run_method (label_projection:knn_classifier_log_cpm-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:13:34.862	1m 39s	1m 1s	136.5%	3.7 GB	4.6 GB	1.2 GB	1.6 GB
554	a3/ec3860	58d6dde2-f514-4508-9501-363b3212ee52	run_method (label_projection:knn_classifier_log_cpm-cengen_batch:openproblems)	COMPLETED	0	2022-05-14 20:12:43.695	2m 40s	1m 29s	419.7%	2.6 GB	5.7 GB	758.4 MB	1 GB
166	84/3a34f9	10e41898-9ab0-4dd8-8e99-6508bec1d455	run_method (multimodal_data_integration:mnn_log_scran_pooling-scicar_mouse_kidney:openproblems-r-extras)	FAILED	137	2022-05-14 19:59:33.803	16m	10m	-	-	-	-	-
483	9d/ff20b3	10ca4aa6-11c6-45a8-bf27-42dc7d333b79	run_method (label_projection:mlp_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:09:24.903	6m 9s	5m 50s	-	-	-	-	-
366	14/ecce31	8dce7238-a882-41d4-b4fe-67d6c87afa5c	run_metric (dimensionality_reduction:density_preservation-phate_default-tenx_5k_pbmc:openproblems-python-extras)	FAILED	137	2022-05-14 20:05:13.939	10m 40s	9m 19s	-	-	-	-	-
488	6d/a8281a	d2647b85-3b23-4278-8b13-f55b3f35287e	run_method (label_projection:scarches_scanvi_all_genes-tabula_muris_senis_lung_random:openproblems-python-scvi)	FAILED	137	2022-05-14 20:09:25.209	6m 59s	6m 40s	-	-	-	-	-
556	a4/ec36aa	7873f851-ec22-42d1-bbf5-d5ce1258344c	run_method (label_projection:knn_classifier_log_cpm-cengen_random:openproblems)	COMPLETED	0	2022-05-14 20:13:23.683	3m	2m 18s	716.2%	2.8 GB	5.9 GB	758.4 MB	1 GB
205	05/715f38	2d31b2a7-4526-4cb0-ac04-b9490e59052f	run_method (regulatory_effect_prediction:beta-scicar_mouse_kidney:openproblems-python-extras)	FAILED	137	2022-05-14 19:59:53.704	16m 50s	12m	-	-	-	-	-
479	48/20f352	fac57a81-95c2-4c7f-bc83-44ebdd1d3bd8	run_method (label_projection:knn_classifier_scran-tabula_muris_senis_lung_random:openproblems-r-base)	FAILED	137	2022-05-14 20:09:25.099	7m 38s	7m 19s	-	-	-	-	-
557	55/d56c03	ba6887f9-7e48-424f-85ff-28755ecab843	run_method (multimodal_data_integration:mnn_log_scran_pooling-scicar_cell_lines:openproblems-r-extras)	COMPLETED	0	2022-05-14 20:13:33.858	3m 50s	3m 30s	97.6%	3.3 GB	6 GB	245.6 MB	297.4 MB
339	68/1171b4	8bec78fc-84e3-4ed4-8f65-c7c044bb21eb	run_method (dimensionality_reduction:neuralee_default-tenx_5k_pbmc:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:03:53.913	14m 10s	11m 18s	1865.9%	2.7 GB	26.5 GB	190 MB	144.5 MB
481	54/14695e	fe831eea-a1dc-4720-bb7c-c84a7df71a36	run_method (label_projection:logistic_regression_scran-tabula_muris_senis_lung_random:openproblems-r-base)	FAILED	137	2022-05-14 20:09:24.669	8m 39s	8m 20s	-	-	-	-	-
484	c4/3996bc	6868110e-433d-44a2-ad68-a146b5881fc5	run_method (label_projection:mlp_scran-tabula_muris_senis_lung_random:openproblems-r-base)	FAILED	137	2022-05-14 20:09:24.961	8m 39s	8m 20s	-	-	-	-	-
518	1d/c0371d	6d9798be-37e9-4599-b7a5-0651137f73d6	run_metric (multimodal_data_integration:knn_auc-harmonic_alignment_sqrt_cpm-scicar_mouse_kidney:openproblems)	FAILED	137	2022-05-14 20:11:14.009	6m 50s	6m 40s	-	-	-	-	-
326	45/ab1225	f3f07733-546d-430c-bcdd-09f97be63e47	run_method (multimodal_data_integration:mnn_log_scran_pooling-citeseq_cbmc:openproblems-r-extras)	FAILED	137	2022-05-14 20:03:13.615	15m 10s	11m 29s	-	-	-	-	-
611	80/705b2f	1ff78a50-0e3b-44d4-bb14-7ccb854071f8	run_metric (label_projection:accuracy-knn_classifier_log_cpm-cengen_batch:openproblems)	COMPLETED	0	2022-05-14 20:15:23.999	3m 10s	17.2s	47.0%	1.2 GB	3.8 GB	1.1 GB	42.3 KB
552	f8/3cd150	6eae6626-0926-40f5-b190-0dd7effc8f9d	run_metric (label_projection:f1-knn_classifier_log_cpm-zebrafish_labels:openproblems)	FAILED	137	2022-05-14 20:12:33.697	6m 10s	5m 48s	-	-	-	-	-
237	e6/80363c	eacafed6-a807-4135-8d7a-6958d6101f94	run_metric (dimensionality_reduction:qnn_auc-umap_logCPM_1kHVG-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:01:53.883	17m	15m 14s	102.1%	1.1 GB	1.9 GB	54.3 MB	285.9 KB
511	ca/745c82	207f15c9-9e59-4530-bb41-e5793de2fad6	load_dataset (batch_integration_graph:pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:10:54.224	8m 19s	7m 59s	-	-	-	-	-
551	3f/2f2600	85a0392c-7859-48bd-8d75-910df1b4864f	run_metric (label_projection:f1_micro-knn_classifier_log_cpm-zebrafish_labels:openproblems)	FAILED	137	2022-05-14 20:12:33.776	6m 40s	5m 49s	-	-	-	-	-
621	9e/e20c9b	37dbc073-015b-42e2-88b5-bf8fcce842ea	run_metric (multimodal_data_integration:mse-mnn_log_scran_pooling-scicar_cell_lines:openproblems)	COMPLETED	0	2022-05-14 20:17:23.905	2m 30s	33.3s	27.9%	245.2 MB	3 GB	329.3 MB	42.4 KB
622	be/cfd9e0	ad0449d3-abb7-4f48-9cd3-d40d10ffbf6b	run_metric (multimodal_data_integration:knn_auc-mnn_log_scran_pooling-scicar_cell_lines:openproblems)	COMPLETED	0	2022-05-14 20:17:23.941	2m 30s	1m 13s	418.4%	670.7 MB	3.7 GB	329.3 MB	71.7 KB
553	15/8b2446	3c8a057c-c5c6-46ea-83b0-c22ae08129f5	run_metric (label_projection:accuracy-knn_classifier_log_cpm-zebrafish_labels:openproblems)	FAILED	137	2022-05-14 20:12:33.792	7m 40s	6m 49s	-	-	-	-	-
618	d6/0d9b98	76b5a312-d9d9-4a8e-adb1-f638e96f0bf9	run_metric (label_projection:accuracy-knn_classifier_log_cpm-cengen_random:openproblems)	COMPLETED	0	2022-05-14 20:16:25.083	3m 49s	54.1s	19.3%	1.6 GB	4.1 GB	1.1 GB	42.4 KB
