gene,alias
LOC105369697,LOC105369697
LOC105369698,LOC105369698
LOC105369699,LOC105369699
LOC105369701,LOC105369701
LOC105369704,LOC105369704
LOC105369705,LOC105369705
LOC105369706,LOC105369706
LOC105369709,LOC105369709
LOC105369710,LOC105369710
LOC105369711,LOC105369711
LOC105369714,LOC105369714
LOC105369715,LOC105369715
LOC105369716,LOC105369716
LINC02386,LINC02386
LOC105369718,LOC105369718
LOC105369719,LOC105369719
LOC105369720,LOC105369720
LOC105369722,LOC105369722
LINC02422,LINC02422
LOC105369724,LOC105369724
LOC105369725,LOC105369725
LOC105369726,LOC105369726
LOC105369728,LOC105369728
ZNF970P,ZNF970P
LINC02406,LINC02406
LINC02471,LINC02471
LOC105369735,LOC105369735
LOC105369736,LOC105369736
LINC02451,LINC02451
LINC02450,LINC02450
LINC02461,LINC02461
LOC105369742,LOC105369742
LOC105369743,LOC105369743
LOC105369744,LOC105369744
LOC105369745,LOC105369745
LOC105369746,LOC105369746
LOC105369747,LOC105369747
RPAP3-DT,RPAP3-DT
LOC105369750,LOC105369750
LOC105369752,LOC105369752
LOC105369753,LOC105369753
LOC105369755,LOC105369755
LOC105369756,LOC105369756
LOC105369757,LOC105369757
DDN-AS1,CAT1507
DDN-AS1,DDN-AS1
LOC105369759,LOC105369759
LOC105369760,LOC105369760
LOC105369761,LOC105369761
LOC105369763,LOC105369763
LOC105369764,LOC105369764
LOC105369767,LOC105369767
LOC105369768,LOC105369768
LOC105369771,LOC105369771
LOC105369772,LOC105369772
LOC105369774,LOC105369774
LOC105369775,LOC105369775
SMUG1-AS1,SMUG1-AS1
LOC105369777,LOC105369777
LOC105369778,LOC105369778
CD63-AS1,CD63-AS1
LOC105369780,LOC105369780
LOC105369781,LOC105369781
LOC105369782,LOC105369782
LOC105369783,LOC105369783
LOC105369784,LOC105369784
LINC02403,LINC02403
LOC105369786,LOC105369786
LOC105369787,LOC105369787
LOC105369788,LOC105369788
LOC105369789,LOC105369789
LRIG3-DT,LRIG3-DT
LINC02448,LINC02448
LOC105369793,LOC105369793
LOC105369795,LOC105369795
LOC105369797,LOC105369797
LOC105369798,LOC105369798
LOC105369801,LOC105369801
LOC105369803,LOC105369803
RASSF3-DT,RASSF3-DT
LOC105369806,LOC105369806
LINC02454,LINC02454
LOC105369808,LOC105369808
LOC105369809,LOC105369809
LINC02425,LINC02425
LOC105369811,LOC105369811
LOC105369812,LOC105369812
LOC105369813,LOC105369813
LINC02442,LINC02442
LOC105369816,LOC105369816
LOC105369818,LOC105369818
LOC105369819,LOC105369819
LOC105369820,LOC105369820
LINC02373,LINC02373
LOC105369823,LOC105369823
LINC02821,LINC02821
LOC105369827,LOC105369827
LOC105369828,LOC105369828
LOC105369831,LOC105369831
LOC105369832,LOC105369832
LOC105369833,LOC105369833
LOC105369838,LOC105369838
LOC105369839,LOC105369839
LINC02445,LINC02445
LINC02394,LINC02394
LOC105369842,LOC105369842
LOC105369843,LOC105369843
LOC105369844,LOC105369844
LOC105369846,LOC105369846
LOC105369847,LOC105369847
LNCOG,LINC02407
LNCOG,lncRNA-OG
LNCOG,LNCOG
LOC105369850,LOC105369850
LOC105369851,LOC105369851
LOC105369853,LOC105369853
LINC02464,LINC02464
LOC105369855,LOC105369855
LOC105369856,LOC105369856
LOC105369859,LOC105369859
LINC02424,LINC02424
LOC105369863,LOC105369863
PPP1R12A-AS2,PPP1R12A-AS2
PPP1R12A-AS1,R12A-AS1
PPP1R12A-AS1,PPP1R12A-AS1
LOC105369867,LOC105369867
LOC105369869,LOC105369869
LOC105369872,LOC105369872
LOC105369873,LOC105369873
LOC105369874,LOC105369874
LOC105369875,LOC105369875
LINC02820,LINC02820
LOC105369877,LOC105369877
LOC105369878,LOC105369878
LOC105369879,LOC105369879
LOC105369880,LOC105369880
LOC105369881,LOC105369881
LOC105369885,LOC105369885
LOC105369886,LOC105369886
LOC105369887,LOC105369887
LOC105369889,LOC105369889
LOC105369890,LOC105369890
LINC02399,LINC02399
LOC105369892,LOC105369892
LINC02392,LINC02392
LOC105369895,LOC105369895
LOC105369896,LOC105369896
LINC02823,LINC02823
LOC105369898,LOC105369898
LINC02404,LINC02404
LOC105369901,LOC105369901
LOC105369902,LOC105369902
LOC105369903,LOC105369903
LOC105369904,LOC105369904
LOC105369905,LOC105369905
LINC02413,LINC02413
LOC105369907,LOC105369907
LOC105369908,LOC105369908
LOC105369909,LOC105369909
LOC105369911,LOC105369911
LOC105369912,LOC105369912
LOC105369913,LOC105369913
LOC105369914,LOC105369914
LOC105369915,LOC105369915
LOC105369917,LOC105369917
LOC105369919,LOC105369919
LINC02410,LINC02410
SNRPF-DT,SNRPF-DT
LOC105369923,LOC105369923
LINC02452,LINC02452
LOC105369925,LOC105369925
LOC105369927,LOC105369927
LOC105369928,LOC105369928
LINC02409,LINC02409
LOC105369930,LOC105369930
LOC105369932,LOC105369932
LOC105369933,LOC105369933
LOC105369935,LOC105369935
LOC105369937,LOC105369937
LOC105369938,LOC105369938
LINC02456,LINC02456
LOC105369944,LOC105369944
LOC105369945,LOC105369945
LOC105369946,LOC105369946
LOC105369947,LOC105369947
LINC02385,LINC02385
LOC105369949,LOC105369949
LOC105369950,LOC105369950
LOC105369952,LOC105369952
LOC105369953,LOC105369953
KCCAT198,KCCAT198
LOC105369955,LOC105369955
LOC105369956,LOC105369956
LOC105369957,LOC105369957
LOC105369958,LOC105369958
LOC105369959,LOC105369959
LOC105369960,LOC105369960
LOC105369961,LOC105369961
LOC105369963,LOC105369963
LOC105369964,LOC105369964
LOC105369965,LOC105369965
LOC105369968,LOC105369968
LOC105369969,LOC105369969
FIGNL2-DT,FIGNL2-DT
HNRNPA1P69,HNRNPA1P69
LOC105369974,LOC105369974
LOC105369975,LOC105369975
LOC105369976,LOC105369976
LOC105369980,LOC105369980
LOC105369981,LOC105369981
LOC105369983,LOC105369983
LINC02356,LINC02356
IMMP1LP2,IMMP1LP2
LOC105369989,LOC105369989
LOC105369990,LOC105369990
LOC105369991,LOC105369991
LOC105369993,LOC105369993
LOC105369994,LOC105369994
LOC105369995,LOC105369995
LINC02459,LINC02459
LOC105369998,LOC105369998
LOC105369999,LOC105369999
TBX3-AS1,TBX3-AS1
LOC105370002,LOC105370002
LOC105370003,LOC105370003
LINC02463,LINC02463
LOC105370005,LOC105370005
LOC105370007,LOC105370007
LOC105370008,LOC105370008
LOC105370010,LOC105370010
LOC105370011,LOC105370011
LOC105370012,LOC105370012
LINC02460,LINC02460
LINC02423,LINC02423
LINC02440,LINC02440
LINC02439,LINC02439
LOC105370017,LOC105370017
LOC105370018,LOC105370018
LOC105370019,LOC105370019
LOC105370020,LOC105370020
LOC105370021,LOC105370021
LOC105370022,LOC105370022
LOC105370024,LOC105370024
LOC105370025,LOC105370025
LOC105370026,LOC105370026
LOC105370027,LOC105370027
LOC105370029,LOC105370029
LOC105370030,LOC105370030
LOC105370031,LOC105370031
LOC105370032,LOC105370032
LOC105370033,LOC105370033
LOC105370034,LOC105370034
LOC105370035,LOC105370035
LOC105370041,LOC105370041
LOC105370042,LOC105370042
LOC105370044,LOC105370044
LOC105370047,LOC105370047
LOC105370050,LOC105370050
LOC105370051,LOC105370051
LOC105370052,LOC105370052
LOC105370053,LOC105370053
LOC105370054,LOC105370054
LOC105370055,LOC105370055
LOC105370056,LOC105370056
LINC02826,LINC02826
LOC105370058,LOC105370058
LINC02350,LINC02350
LINC02824,LINC02824
LOC105370061,LOC105370061
LOC105370062,LOC105370062
LOC105370063,LOC105370063
LOC105370064,LOC105370064
LINC02376,LINC02376
LOC105370066,LOC105370066
LOC105370067,LOC105370067
LOC105370068,LOC105370068
LOC105370069,LOC105370069
LINC02441,CRAT8
LINC02441,LINC02441
LOC105370071,LOC105370071
LOC105370073,LOC105370073
LOC105370074,LOC105370074
LOC105370076,LOC105370076
LOC105370077,LOC105370077
LINC02419,LINC02419
LOC105370079,LOC105370079
LOC105370080,LOC105370080
LOC105370082,LOC105370082
LOC105370083,LOC105370083
LOC105370084,LOC105370084
LINC02414,LINC02414
LOC105370086,LOC105370086
LOC105370087,LOC105370087
LOC105370088,LOC105370088
LOC105370090,LOC105370090
LOC105370091,LOC105370091
LOC105370092,LOC105370092
LOC105370094,LOC105370094
LOC105370101,LOC105370101
LOC105370102,LOC105370102
LOC105370103,LOC105370103
LOC105370104,LOC105370104
LOC105370105,LOC105370105
LOC105370108,LOC105370108
LOC105370109,LOC105370109
LOC105370111,LOC105370111
LOC105370112,LOC105370112
LOC105370113,LOC105370113
LOC105370114,LOC105370114
LOC105370115,LOC105370115
LOC105370117,LOC105370117
LOC105370118,LOC105370118
LOC105370119,LOC105370119
LOC105370120,LOC105370120
LOC105370121,LOC105370121
LOC105370122,LOC105370122
LOC105370124,LOC105370124
LINC02340,LINC02340
LOC105370126,LOC105370126
LOC105370128,LOC105370128
LOC105370129,LOC105370129
LOC105370130,LOC105370130
LOC105370132,LOC105370132
LOC105370135,LOC105370135
LOC105370139,LOC105370139
LINC00385,LINC00385
LOC105370145,LOC105370145
LOC105370148,LOC105370148
LOC105370150,LOC105370150
LOC105370152,LOC105370152
LINC02344,LINC02344
LOC105370156,LOC105370156
LINC02343,LINC02343
LOC105370159,LOC105370159
LOC105370161,LOC105370161
LOC105370163,LOC105370163
LOC105370165,LOC105370165
LOC105370167,LOC105370167
LOC105370168,LOC105370168
LOC105370169,LOC105370169
LOC105370170,LOC105370170
LOC105370171,LOC105370171
LOC105370173,LOC105370173
LOC105370174,LOC105370174
LOC105370175,LOC105370175
LOC105370176,LOC105370176
LINC02341,LINC02341
LOC105370178,LOC105370178
LOC105370179,LOC105370179
LOC105370181,LOC105370181
LOC105370182,LOC105370182
LINC00390,LINC00390
LOC105370185,LOC105370185
LOC105370187,LOC105370187
LOC105370188,LOC105370188
LOC105370190,LOC105370190
LOC105370191,LOC105370191
LOC105370192,LOC105370192
LOC105370194,LOC105370194
LOC105370195,LOC105370195
LOC105370196,LOC105370196
LOC105370198,LOC105370198
LOC105370202,LOC105370202
LOC105370203,LOC105370203
LOC105370204,LOC105370204
LOC105370205,LOC105370205
LOC105370207,LOC105370207
LINC00345,LINC00345
LOC105370210,LOC105370210
LOC105370213,LOC105370213
LOC105370214,LOC105370214
LOC105370216,LOC105370216
LOC105370217,LOC105370217
LOC105370218,LOC105370218
LOC105370219,LOC105370219
LOC105370220,LOC105370220
LOC105370221,LOC105370221
LOC105370222,LOC105370222
LOC105370223,LOC105370223
LOC105370224,LOC105370224
LOC105370227,LOC105370227
LOC105370228,LOC105370228
LOC105370230,LOC105370230
LOC105370231,LOC105370231
LOC105370232,LOC105370232
LOC105370233,LOC105370233
LOC105370234,LOC105370234
LOC105370235,LOC105370235
LOC105370236,LOC105370236
LOC105370237,LOC105370237
LOC105370238,LOC105370238
LOC105370239,LOC105370239
LOC105370240,LOC105370240
LOC105370241,LOC105370241
LINC01052,LINC01052
LOC105370243,LOC105370243
LOC105370244,LOC105370244
LOC105370245,LOC105370245
LOC105370246,LOC105370246
LOC105370247,LOC105370247
LOC105370248,LOC105370248
LOC105370249,LOC105370249
LOC105370250,LOC105370250
LOC105370251,LOC105370251
LINC02342,LINC02342
LOC105370254,LOC105370254
LOC105370255,LOC105370255
LOC105370256,LOC105370256
LOC105370259,LOC105370259
LOC105370260,LOC105370260
LOC105370261,LOC105370261
LOC105370262,LOC105370262
LOC105370263,LOC105370263
LOC105370264,LOC105370264
LOC105370265,LOC105370265
LOC105370266,LOC105370266
LOC105370268,LOC105370268
LOC105370269,LOC105370269
LOC105370271,LOC105370271
LOC105370272,LOC105370272
LOC105370273,LOC105370273
LOC105370274,LOC105370274
LOC105370275,LOC105370275
LOC105370276,LOC105370276
LOC105370278,LOC105370278
LOC105370281,LOC105370281
LOC105370282,LOC105370282
LOC105370283,LOC105370283
LOC105370284,LOC105370284
LOC105370285,LOC105370285
LOC105370286,LOC105370286
LOC105370287,LOC105370287
LOC105370289,LOC105370289
LOC105370290,LOC105370290
LOC105370291,LOC105370291
LOC105370292,LOC105370292
LOC105370295,LOC105370295
LOC105370297,LOC105370297
LOC105370299,LOC105370299
LOC105370300,LOC105370300
LOC105370301,LOC105370301
LOC105370302,LOC105370302
LOC105370304,LOC105370304
LINC00373,LINC00373
LOC105370307,LOC105370307
LINC01040,TCONS_00021682
LINC01040,LINC01040
LINC02336,LINC02336
LOC105370310,LOC105370310
LOC105370311,LOC105370311
LOC105370312,LOC105370312
LOC105370313,LOC105370313
LOC105370314,LOC105370314
LOC105370315,LOC105370315
LOC105370317,LOC105370317
LOC105370321,LOC105370321
LOC105370322,LOC105370322
LOC105370324,LOC105370324
LOC105370325,LOC105370325
LOC105370327,LOC105370327
LOC105370328,LOC105370328
LOC105370330,LOC105370330
LOC105370332,LOC105370332
PCCA-DT,PCCA-DT
LOC105370335,LOC105370335
LOC105370337,LOC105370337
LOC105370338,LOC105370338
LOC105370339,LOC105370339
LOC105370340,LOC105370340
LOC105370342,LOC105370342
LOC105370343,LOC105370343
LOC105370344,LOC105370344
LOC105370345,LOC105370345
LOC105370346,LOC105370346
LOC105370348,LOC105370348
LOC105370349,LOC105370349
LOC105370350,LOC105370350
LOC105370353,LOC105370353
LOC105370355,LOC105370355
LOC105370356,LOC105370356
LINC00370,LINC00370
LOC105370359,LOC105370359
LOC105370360,LOC105370360
LOC105370361,LOC105370361
LOC105370362,LOC105370362
LOC105370363,LOC105370363
LOC105370364,LOC105370364
LOC105370365,LOC105370365
LOC105370366,LOC105370366
LINC02337,LINC02337
LOC105370370,LOC105370370
LOC105370372,LOC105370372
LOC105370373,LOC105370373
LOC105370384,LOC105370384
LOC105370397,LOC105370397
LOC105370398,LOC105370398
LOC105370399,LOC105370399
LINC02332,LINC02332
LOC105370401,LOC105370401
OXA1L-DT,OXA1L-DT
LOC105370406,LOC105370406
LOC105370407,LOC105370407
LOC105370408,LOC105370408
LOC105370409,LOC105370409
LOC105370410,LOC105370410
LOC105370411,LOC105370411
LOC105370412,LOC105370412
LOC105370413,LOC105370413
LINC02286,LINC02286
LOC105370415,LOC105370415
LOC105370416,LOC105370416
LOC105370418,LOC105370418
LOC105370419,LOC105370419
LOC105370420,LOC105370420
LOC105370421,LOC105370421
LINC02300,LINC02300
LINC02281,LINC02281
LINC02282,LINC02282
LINC02326,LINC02326
LOC105370429,LOC105370429
LOC105370430,LOC105370430
G2E3-AS1,CAT1647
G2E3-AS1,G2E3-AS1
LOC105370432,LOC105370432
LOC105370436,LOC105370436
NUBPL-DT,NUBPL-DT
LOC105370438,LOC105370438
LINC02313,LINC02313
LOC105370440,LOC105370440
LOC105370443,LOC105370443
LOC105370444,LOC105370444
EGLN3-AS1,EGLN3-AS1
LOC105370446,LOC105370446
LOC105370447,LOC105370447
LOC105370449,LOC105370449
LOC105370450,LOC105370450
LOC105370451,LOC105370451
LOC105370452,LOC105370452
LOC105370453,LOC105370453
LOC105370455,LOC105370455
LOC105370456,LOC105370456
LOC105370457,LOC105370457
SEC23A-AS1,SEC23A-AS1
LOC105370459,LOC105370459
LOC105370460,LOC105370460
LOC105370461,LOC105370461
LOC105370462,LOC105370462
LOC105370463,LOC105370463
LOC105370464,LOC105370464
LOC105370465,LOC105370465
LOC105370466,LOC105370466
LOC105370467,LOC105370467
LRFN5-DT,LRFN5-DT
LOC105370470,LOC105370470
LINC02307,LINC02307
LOC105370472,LOC105370472
LOC105370473,LOC105370473
PRPF39-DT,PRPF39-DT
LOC105370475,LOC105370475
LOC105370476,LOC105370476
LOC105370478,LOC105370478
LINC02303,TRMP
LINC02303,LINC02303
LOC105370480,LOC105370480
LOC105370481,LOC105370481
LOC105370482,LOC105370482
LOC105370485,LOC105370485
LOC105370489,LOC105370489
LOC105370491,LOC105370491
LOC105370492,LOC105370492
LOC105370495,LOC105370495
LINC02310,LINC02310
LOC105370497,LOC105370497
LINC02319,LINC02319
LOC105370500,LOC105370500
LOC105370502,LOC105370502
LINC02331,LINC02331
LOC105370504,LOC105370504
LOC105370505,LOC105370505
LOC105370507,LOC105370507
LOC105370508,LOC105370508
FBXO34-AS1,FBXO34-AS1
LOC105370511,LOC105370511
LOC105370512,LOC105370512
LOC105370513,LOC105370513
LOC105370515,LOC105370515
LOC105370516,LOC105370516
LOC105370518,LOC105370518
LOC105370519,LOC105370519
TOMM20L-DT,TOMM20L-DT
PCNX4-DT,PCNX4-DT
LOC105370525,LOC105370525
HIF1A-AS3,HIF1A-AS3
LOC105370528,LOC105370528
LOC105370529,LOC105370529
LOC105370530,LOC105370530
LOC105370531,LOC105370531
LOC105370532,LOC105370532
LOC105370534,LOC105370534
LOC105370537,LOC105370537
LOC105370538,LOC105370538
LINC02290,LINC02290
LOC105370542,LOC105370542
LOC105370543,LOC105370543
LOC105370546,LOC105370546
LOC105370547,LOC105370547
LOC105370549,LOC105370549
GALNT16-AS1,GALNT16-AS1
LOC105370552,LOC105370552
LOC105370556,LOC105370556
LOC105370557,LOC105370557
LOC105370559,LOC105370559
RBM25-AS1,RBM25-AS1
LOC105370563,LOC105370563
LOC105370564,LOC105370564
LOC105370567,LOC105370567
LOC105370569,LOC105370569
LOC105370572,LOC105370572
LOC105370573,LOC105370573
LOC105370575,LOC105370575
LOC105370576,LOC105370576
LOC105370577,LOC105370577
LINC01629,linc-KIAA1737-2
LINC01629,LINC01629
LOC105370579,LOC105370579
LOC105370581,LOC105370581
LOC105370582,LOC105370582
LOC105370583,LOC105370583
LOC105370586,LOC105370586
LOC105370588,LOC105370588
LOC105370589,LOC105370589
LOC105370590,LOC105370590
LOC105370591,LOC105370591
LOC105370593,LOC105370593
LOC105370594,LOC105370594
LOC105370596,LOC105370596
LOC105370598,LOC105370598
LOC105370599,LOC105370599
LOC105370600,LOC105370600
LOC105370601,LOC105370601
LOC105370603,LOC105370603
LOC105370604,LOC105370604
LINC02329,LINC02329
LINC02309,LINC02309
LOC105370608,LOC105370608
LINC02296,LINC02296
LINC02330,LINC02330
LOC105370612,LOC105370612
LOC105370613,LOC105370613
LOC105370614,LOC105370614
LOC105370615,LOC105370615
LOC105370616,LOC105370616
LOC105370617,LOC105370617
LOC105370618,LOC105370618
LOC105370619,LOC105370619
LOC105370622,LOC105370622
LINC02321,LINC02321
LOC105370624,LOC105370624
CCDC88C-DT,CCDC88C-DT
LOC105370627,LOC105370627
LINC02833,LINC02833
LOC105370631,LOC105370631
LOC105370634,LOC105370634
LOC105370635,LOC105370635
LOC105370637,LOC105370637
LOC105370638,LOC105370638
LOC105370639,LOC105370639
LOC105370640,LOC105370640
LOC105370643,LOC105370643
LOC105370644,LOC105370644
LOC105370645,LOC105370645
LINC02299,LINC02299
LOC105370647,LOC105370647
LINC02304,LINC02304
LOC105370650,LOC105370650
LOC105370651,LOC105370651
LINC02295,LINC02295
LOC105370653,LOC105370653
LOC105370654,LOC105370654
LOC105370655,LOC105370655
LOC105370656,LOC105370656
LOC105370657,LOC105370657
LOC105370658,LOC105370658
LOC105370659,LOC105370659
LOC105370660,LOC105370660
LOC105370661,LOC105370661
LOC105370664,LOC105370664
LOC105370667,LOC105370667
LOC105370668,LOC105370668
LOC105370669,LOC105370669
LOC105370670,LOC105370670
LOC105370671,LOC105370671
LOC105370672,LOC105370672
LOC105370673,LOC105370673
LOC105370674,LOC105370674
LOC105370675,LOC105370675
LINC02320,LINC02320
LOC105370677,LOC105370677
LOC105370679,LOC105370679
LOC105370680,LOC105370680
LINC02323,LINC02323
LINC00677,C14orf74
LINC00677,LINC00677
LOC105370685,LOC105370685
LOC105370686,LOC105370686
LOC105370687,LOC105370687
LOC105370688,LOC105370688
LOC105370689,LOC105370689
LOC105370690,LOC105370690
LOC105370694,LOC105370694
LOC105370697,LOC105370697
LOC105370698,LOC105370698
LOC105370700,LOC105370700
LOC105370705,LOC105370705
LOC105370706,LOC105370706
LOC105370707,LOC105370707
KIF26A-DT,KIF26A-DT
LOC105370714,LOC105370714
LOC105370715,LOC105370715
LOC105370721,LOC105370721
OR4H6BP,OR4H6BP
LOC105370726,LOC105370726
LOC105370728,LOC105370728
LOC105370729,LOC105370729
LOC105370730,LOC105370730
PWRN4,LINC01084
PWRN4,PWRN4
LOC105370732,LOC105370732
LOC105370733,LOC105370733
LOC105370734,LOC105370734
LINC02250,LINC02250
ATP10A-DT,ATP10A-DT
LOC105370739,LOC105370739
LOC105370740,LOC105370740
LOC105370741,LOC105370741
LOC105370743,LOC105370743
LOC105370746,LOC105370746
LOC105370747,LOC105370747
LOC105370750,LOC105370750
LOC105370751,LOC105370751
LOC105370752,LOC105370752
LOC105370753,LOC105370753
LOC105370754,LOC105370754
LOC105370756,LOC105370756
SCG5-AS1,SCG5-AS1
LOC105370759,LOC105370759
LINC02252,LINC02252
LOC105370763,LOC105370763
LOC105370764,LOC105370764
LOC105370765,LOC105370765
LOC105370766,LOC105370766
LOC105370767,LOC105370767
LOC105370768,LOC105370768
LOC105370769,LOC105370769
LOC105370770,LOC105370770
LOC105370772,LOC105370772
LOC105370773,LOC105370773
LOC105370774,LOC105370774
LOC105370775,LOC105370775
LOC105370776,LOC105370776
LOC105370777,LOC105370777
LOC105370780,LOC105370780
LOC105370781,LOC105370781
LOC105370783,LOC105370783
LOC105370784,LOC105370784
LOC105370785,LOC105370785
LOC105370786,LOC105370786
LOC105370787,LOC105370787
LOC105370789,LOC105370789
LOC105370790,LOC105370790
LOC105370791,LOC105370791
LOC105370792,LOC105370792
LOC105370793,LOC105370793
LOC105370794,LOC105370794
VPS39-DT,VPS39-DT
LOC105370798,LOC105370798
LOC105370802,LOC105370802
LOC105370803,LOC105370803
LOC105370804,LOC105370804
LOC105370805,LOC105370805
CTXN2-AS1,CTXN2-AS1
FBN1-DT,FBN1-DT
LOC105370811,LOC105370811
LOC105370816,LOC105370816
LOC105370819,LOC105370819
LOC105370820,LOC105370820
LOC105370821,LOC105370821
LINC02490,LINC02490
LOC105370823,LOC105370823
LOC105370824,LOC105370824
LOC105370826,LOC105370826
LOC105370827,LOC105370827
LOC105370829,LOC105370829
LOC105370831,LOC105370831
LOC105370832,LOC105370832
LOC105370833,LOC105370833
LOC105370834,LOC105370834
LOC105370838,LOC105370838
LOC105370839,LOC105370839
LOC105370840,LOC105370840
LOC105370841,LOC105370841
LOC105370842,LOC105370842
LOC105370844,LOC105370844
LOC105370846,LOC105370846
LOC105370847,LOC105370847
LOC105370850,LOC105370850
LOC105370851,LOC105370851
LOC105370854,LOC105370854
LOC105370855,LOC105370855
LOC105370861,LOC105370861
LOC105370866,LOC105370866
LOC105370867,LOC105370867
DIS3L-AS1,DIS3L-AS1
LOC105370869,LOC105370869
LOC105370870,LOC105370870
LOC105370871,LOC105370871
LOC105370873,LOC105370873
LINC02896,LINC02896
LOC105370877,LOC105370877
LOC105370878,LOC105370878
LINC02205,LINC02205
LOC105370884,LOC105370884
LOC105370886,LOC105370886
LOC105370887,LOC105370887
TMEM202-AS1,TMEM202-AS1
LOC105370890,LOC105370890
LOC105370891,LOC105370891
LOC105370892,LOC105370892
LOC105370893,LOC105370893
LINC02255,LINC02255
LOC105370897,LOC105370897
LOC105370902,LOC105370902
LOC105370904,LOC105370904
LOC105370906,LOC105370906
LOC105370910,LOC105370910
DNAJA4-DT,DNAJA4-DT
LOC105370912,LOC105370912
LOC105370913,LOC105370913
LOC105370917,LOC105370917
LOC105370918,LOC105370918
LOC105370919,LOC105370919
LOC105370921,LOC105370921
LOC105370922,LOC105370922
LOC105370923,LOC105370923
LOC105370924,LOC105370924
LOC105370926,LOC105370926
LOC105370928,LOC105370928
LOC105370932,LOC105370932
LOC105370933,LOC105370933
LOC105370934,LOC105370934
LOC105370935,LOC105370935
LOC105370936,LOC105370936
LOC105370939,LOC105370939
LOC105370941,LOC105370941
LOC105370943,LOC105370943
LOC105370946,LOC105370946
LOC105370947,LOC105370947
LOC105370948,LOC105370948
LOC105370952,LOC105370952
LOC105370953,LOC105370953
LOC105370954,LOC105370954
LOC105370955,LOC105370955
LOC105370956,LOC105370956
LOC105370957,LOC105370957
LOC105370958,LOC105370958
LOC105370959,LOC105370959
LOC105370960,LOC105370960
LOC105370964,LOC105370964
LOC105370965,LOC105370965
IDH2-DT,IDH2-DT
LOC105370969,LOC105370969
LOC105370970,LOC105370970
LOC105370972,LOC105370972
LOC105370973,LOC105370973
LOC105370974,LOC105370974
LOC105370975,LOC105370975
LOC105370980,LOC105370980
LOC105370981,LOC105370981
LOC105370982,LOC105370982
LOC105370984,LOC105370984
LINC02852,LINC02852
LOC105370986,LOC105370986
LOC105370987,LOC105370987
LOC105370988,LOC105370988
LOC105370989,LOC105370989
LOC105370990,LOC105370990
LOC105370991,LOC105370991
LOC105370993,LOC105370993
LOC105370994,LOC105370994
LOC105370995,LOC105370995
LOC105370997,LOC105370997
LOC105370998,LOC105370998
LOC105371001,LOC105371001
LOC105371002,LOC105371002
LOC105371004,LOC105371004
LOC105371005,LOC105371005
LOC105371006,LOC105371006
LOC105371007,LOC105371007
LINC02251,LINC02251
LOC105371009,LOC105371009
LOC105371010,LOC105371010
LINC02351,LINC02351
LOC105371013,LOC105371013
SYNM-AS1,SYNM-AS1
LOC105371017,LOC105371017
LINC02244,LINC02244
LOC105371019,LOC105371019
LOC105371020,LOC105371020
LOC105371021,LOC105371021
LOC105371022,LOC105371022
LOC105371024,LOC105371024
LOC105371026,LOC105371026
PCSK6-AS1,PCSK6-AS1
LOC105371028,LOC105371028
LOC105371030,LOC105371030
LOC105371031,LOC105371031
LOC105371032,LOC105371032
LOC105371036,LOC105371036
LOC105371038,LOC105371038
LOC105371042,LOC105371042
LOC105371044,LOC105371044
PERCC1,DIAR11
PERCC1,ICR
PERCC1,gs104
PERCC1,PERCC1
LOC105371046,LOC105371046
LINC02124,LINC02124
LOC105371049,LOC105371049
LOC105371050,LOC105371050
LOC105371055,LA16c-321D4.2
LOC105371055,LOC105371055
LOC105371056,LOC105371056
LOC105371058,LOC105371058
LOC105371059,LOC105371059
LOC105371060,LOC105371060
LOC105371062,LOC105371062
LOC105371063,LOC105371063
LOC105371064,LOC105371064
LINC02164,LINC02164
LOC105371067,LOC105371067
LOC105371068,LOC105371068
LOC105371069,LOC105371069
LOC105371070,LOC105371070
LINC02152,LINC02152
LOC105371072,LOC105371072
USP7-AS1,USP7-AS1
LOC105371075,LOC105371075
LOC105371076,LOC105371076
LOC105371077,LOC105371077
LOC105371078,LOC105371078
LOC105371079,LOC105371079
LOC105371080,LOC105371080
LOC105371081,LOC105371081
LOC105371082,LOC105371082
LOC105371083,LOC105371083
RSL1D1-DT,RSL1D1-DT
LOC105371085,LOC105371085
LOC105371087,LOC105371087
LOC105371088,LOC105371088
LOC105371089,LOC105371089
LOC105371090,LOC105371090
LOC105371091,LOC105371091
LOC105371092,LOC105371092
LOC105371093,LOC105371093
LOC105371094,LOC105371094
LOC105371095,LOC105371095
